archivo,campo_json,tipo_observado,nullable,significado,unidad,fuente,ejemplo_real
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2022.cantones_total,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2022.codigos_cantones_sin_dato,array,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2022.estado,string,no,Poblacion proyectada para el ano indicado,habitantes,INEC,completo
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2023,object,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2023.cantones_con_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2023.cantones_sin_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,0
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2023.cantones_total,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2023.codigos_cantones_sin_dato,array,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2023.estado,string,no,Poblacion proyectada para el ano indicado,habitantes,INEC,completo
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2024,object,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2024.cantones_con_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2024.cantones_sin_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,0
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2024.cantones_total,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2024.codigos_cantones_sin_dato,array,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2024.estado,string,no,Poblacion proyectada para el ano indicado,habitantes,INEC,completo
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2025,object,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2025.cantones_con_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2025.cantones_sin_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,0
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2025.cantones_total,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2025.codigos_cantones_sin_dato,array,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2025.estado,string,no,Poblacion proyectada para el ano indicado,habitantes,INEC,completo
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2026,object,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2026.cantones_con_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2026.cantones_sin_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,0
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2026.cantones_total,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2026.codigos_cantones_sin_dato,array,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2026.estado,string,no,Poblacion proyectada para el ano indicado,habitantes,INEC,completo
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2027,object,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2027.cantones_con_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2027.cantones_sin_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,0
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2027.cantones_total,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2027.codigos_cantones_sin_dato,array,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2027.estado,string,no,Poblacion proyectada para el ano indicado,habitantes,INEC,completo
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2028,object,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2028.cantones_con_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2028.cantones_sin_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,0
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2028.cantones_total,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2028.codigos_cantones_sin_dato,array,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2028.estado,string,no,Poblacion proyectada para el ano indicado,habitantes,INEC,completo
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2029,object,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2029.cantones_con_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2029.cantones_sin_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,0
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2029.cantones_total,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2029.codigos_cantones_sin_dato,array,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2029.estado,string,no,Poblacion proyectada para el ano indicado,habitantes,INEC,completo
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2030,object,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2030.cantones_con_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2030.cantones_sin_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,0
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2030.cantones_total,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2030.codigos_cantones_sin_dato,array,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2030.estado,string,no,Poblacion proyectada para el ano indicado,habitantes,INEC,completo
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2031,object,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2031.cantones_con_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2031.cantones_sin_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,0
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2031.cantones_total,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2031.codigos_cantones_sin_dato,array,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2031.estado,string,no,Poblacion proyectada para el ano indicado,habitantes,INEC,completo
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2032,object,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2032.cantones_con_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2032.cantones_sin_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,0
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2032.cantones_total,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2032.codigos_cantones_sin_dato,array,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2032.estado,string,no,Poblacion proyectada para el ano indicado,habitantes,INEC,completo
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2033,object,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2033.cantones_con_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2033.cantones_sin_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,0
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2033.cantones_total,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2033.codigos_cantones_sin_dato,array,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2033.estado,string,no,Poblacion proyectada para el ano indicado,habitantes,INEC,completo
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2034,object,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2034.cantones_con_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2034.cantones_sin_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,0
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2034.cantones_total,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2034.codigos_cantones_sin_dato,array,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2034.estado,string,no,Poblacion proyectada para el ano indicado,habitantes,INEC,completo
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2035,object,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2035.cantones_con_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2035.cantones_sin_dato,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,0
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2035.cantones_total,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,15
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2035.codigos_cantones_sin_dato,array,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
provincias_wgs84.geojson,cobertura_datos.poblacion_por_anio.2035.estado,string,no,Poblacion proyectada para el ano indicado,habitantes,INEC,completo
provincias_wgs84.geojson,cobertura_datos.siniestros_historico,object,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2019,object,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2019.cantones_con_dato,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,14
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2019.cantones_sin_dato,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,1
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2019.cantones_total,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,15
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2019.codigos_cantones_sin_dato,array,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2019.estado,string,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,parcial
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2021,object,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2021.cantones_con_dato,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,15
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2021.cantones_sin_dato,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,0
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2021.cantones_total,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,15
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2021.codigos_cantones_sin_dato,array,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2021.estado,string,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,completo
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2022,object,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2022.cantones_con_dato,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,13
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2022.cantones_sin_dato,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,2
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2022.cantones_total,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,15
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2022.codigos_cantones_sin_dato,array,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2022.estado,string,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,parcial
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2023,object,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2023.cantones_con_dato,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,13
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2023.cantones_sin_dato,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,2
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2023.cantones_total,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,15
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2023.codigos_cantones_sin_dato,array,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2023.estado,string,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,parcial
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2024,object,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2024.cantones_con_dato,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,14
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2024.cantones_sin_dato,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,1
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2024.cantones_total,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,15
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2024.codigos_cantones_sin_dato,array,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,
provincias_wgs84.geojson,cobertura_datos.siniestros_historico.2024.estado,string,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,parcial
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2016,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2016.cantones_con_dato,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,15
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2016.cantones_sin_dato,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,0
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2016.cantones_total,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,15
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2016.codigos_cantones_sin_dato,array,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2016.estado,string,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,completo
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2017,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2017.cantones_con_dato,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,15
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2017.cantones_sin_dato,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,0
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2017.cantones_total,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,15
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2017.codigos_cantones_sin_dato,array,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2017.estado,string,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,completo
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2018,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2018.cantones_con_dato,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,15
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2018.cantones_sin_dato,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,0
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2018.cantones_total,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,15
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2018.codigos_cantones_sin_dato,array,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2018.estado,string,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,completo
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2019,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2019.cantones_con_dato,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,15
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2019.cantones_sin_dato,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,0
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2019.cantones_total,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,15
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2019.codigos_cantones_sin_dato,array,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2019.estado,string,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,completo
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2020,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2020.cantones_con_dato,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,15
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2020.cantones_sin_dato,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,0
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2020.cantones_total,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,15
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2020.codigos_cantones_sin_dato,array,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2020.estado,string,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,completo
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2021,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2021.cantones_con_dato,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,15
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2021.cantones_sin_dato,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,0
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2021.cantones_total,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,15
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2021.codigos_cantones_sin_dato,array,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
provincias_wgs84.geojson,cobertura_datos.sppat_fallecidos_por_anio.2021.estado,string,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,completo
provincias_wgs84.geojson,cobertura_mapeo_infraestructura_por_100k,number,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,745.530666
provincias_wgs84.geojson,cobertura_mapeo_osm,object,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,
provincias_wgs84.geojson,cobertura_mapeo_osm.advertencia,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,Mide densidad de elementos mapeados en OSM; un cero no demuestra ausencia de infraestructura.
provincias_wgs84.geojson,cobertura_mapeo_osm.anio_poblacion,integer,no,Poblacion proyectada,habitantes,INEC,2024
provincias_wgs84.geojson,cobertura_mapeo_osm.elementos_total,integer,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,6197
provincias_wgs84.geojson,cobertura_mapeo_osm.estado,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,disponible
provincias_wgs84.geojson,cobertura_mapeo_osm.fecha_corte_osm,object,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,
provincias_wgs84.geojson,cobertura_mapeo_osm.fecha_corte_osm.aceras,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,2026-07-16
provincias_wgs84.geojson,cobertura_mapeo_osm.fecha_corte_osm.cruces,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,2026-07-16
provincias_wgs84.geojson,cobertura_mapeo_osm.fecha_corte_osm.semaforos_rotondas,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,2026-07-16
provincias_wgs84.geojson,cobertura_mapeo_osm.poblacion_referencia,integer,no,Poblacion proyectada,habitantes,INEC,831220
provincias_wgs84.geojson,cobertura_mapeo_osm.por_capa,object,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,
provincias_wgs84.geojson,cobertura_mapeo_osm.por_capa.aceras,integer,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,4222
provincias_wgs84.geojson,cobertura_mapeo_osm.por_capa.cruces,integer,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,1294
provincias_wgs84.geojson,cobertura_mapeo_osm.por_capa.semaforos_rotondas,integer,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,681
provincias_wgs84.geojson,fallecidos_detallado,object,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,
provincias_wgs84.geojson,fallecidos_detallado.2020,object,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,
provincias_wgs84.geojson,fallecidos_detallado.2020.cobertura,object,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,
provincias_wgs84.geojson,fallecidos_detallado.2020.cobertura.edad_conocida,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,79
provincias_wgs84.geojson,fallecidos_detallado.2020.cobertura.sexo_conocido,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,79
provincias_wgs84.geojson,fallecidos_detallado.2020.cobertura.usuario_conocido,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,79
provincias_wgs84.geojson,fallecidos_detallado.2020.edad,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
provincias_wgs84.geojson,fallecidos_detallado.2020.edad.0-14,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,2
provincias_wgs84.geojson,fallecidos_detallado.2020.edad.15-29,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,32
provincias_wgs84.geojson,fallecidos_detallado.2020.edad.30-49,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,19
provincias_wgs84.geojson,fallecidos_detallado.2020.edad.50-64,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,11
provincias_wgs84.geojson,fallecidos_detallado.2020.edad.65+,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,15
provincias_wgs84.geojson,fallecidos_detallado.2020.estado,string,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,completo
provincias_wgs84.geojson,fallecidos_detallado.2020.sexo,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
provincias_wgs84.geojson,fallecidos_detallado.2020.sexo.Hombre,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,66
provincias_wgs84.geojson,fallecidos_detallado.2020.sexo.Mujer,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,13
provincias_wgs84.geojson,fallecidos_detallado.2020.total,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,79
provincias_wgs84.geojson,fallecidos_detallado.2020.usuario,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
provincias_wgs84.geojson,fallecidos_detallado.2020.usuario.ciclista,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,0
provincias_wgs84.geojson,fallecidos_detallado.2020.usuario.motociclista,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,18
provincias_wgs84.geojson,fallecidos_detallado.2020.usuario.ocupante,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,2
provincias_wgs84.geojson,fallecidos_detallado.2020.usuario.otro,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,44
provincias_wgs84.geojson,fallecidos_detallado.2020.usuario.peaton,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,15
