archivo,campo_json,tipo_observado,nullable,significado,unidad,fuente,ejemplo_real
cantones_wgs84.geojson,inec_por_clase.2021.CHOQUES,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,303
cantones_wgs84.geojson,inec_por_clase.2021.ESTRELLAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,56
cantones_wgs84.geojson,inec_por_clase.2021.OTROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,8
cantones_wgs84.geojson,inec_por_clase.2021.PÉRDIDA DE PISTA,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,127
cantones_wgs84.geojson,inec_por_clase.2021.ROZAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,30
cantones_wgs84.geojson,inec_por_clase.2021.VOLCAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,5
cantones_wgs84.geojson,inec_por_clase.2022,object,no,Siniestros por clase y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_por_clase.2022.ATROPELLOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,126
cantones_wgs84.geojson,inec_por_clase.2022.CAÍDA DE PASAJEROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,9
cantones_wgs84.geojson,inec_por_clase.2022.CHOQUES,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,461
cantones_wgs84.geojson,inec_por_clase.2022.ESTRELLAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,93
cantones_wgs84.geojson,inec_por_clase.2022.OTROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,10
cantones_wgs84.geojson,inec_por_clase.2022.PÉRDIDA DE PISTA,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,170
cantones_wgs84.geojson,inec_por_clase.2022.ROZAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,40
cantones_wgs84.geojson,inec_por_clase.2022.VOLCAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,8
cantones_wgs84.geojson,inec_por_clase.2023,object,no,Siniestros por clase y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_por_clase.2023.ATROPELLOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,127
cantones_wgs84.geojson,inec_por_clase.2023.CAÍDA DE PASAJEROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,9
cantones_wgs84.geojson,inec_por_clase.2023.CHOQUES,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,485
cantones_wgs84.geojson,inec_por_clase.2023.ESTRELLAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,110
cantones_wgs84.geojson,inec_por_clase.2023.OTROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,15
cantones_wgs84.geojson,inec_por_clase.2023.PÉRDIDA DE PISTA,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,179
cantones_wgs84.geojson,inec_por_clase.2023.ROZAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,47
cantones_wgs84.geojson,inec_por_clase.2023.VOLCAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,3
cantones_wgs84.geojson,inec_por_clase.2024,object,no,Siniestros por clase y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_por_clase.2024.ATROPELLOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,171
cantones_wgs84.geojson,inec_por_clase.2024.CAÍDA DE PASAJEROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,12
cantones_wgs84.geojson,inec_por_clase.2024.CHOQUES,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,568
cantones_wgs84.geojson,inec_por_clase.2024.ESTRELLAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,132
cantones_wgs84.geojson,inec_por_clase.2024.OTROS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,15
cantones_wgs84.geojson,inec_por_clase.2024.PÉRDIDA DE PISTA,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,196
cantones_wgs84.geojson,inec_por_clase.2024.ROZAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,58
cantones_wgs84.geojson,inec_por_clase.2024.VOLCAMIENTOS,integer,no,Siniestros por clase y ano,eventos,INEC ESTRA,9
cantones_wgs84.geojson,inec_resumen_historico,object,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,
cantones_wgs84.geojson,inec_resumen_historico.2019,object,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,
cantones_wgs84.geojson,inec_resumen_historico.2019.fallecidos,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,53
cantones_wgs84.geojson,inec_resumen_historico.2019.lesionados,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,928
cantones_wgs84.geojson,inec_resumen_historico.2019.siniestros,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,1024
cantones_wgs84.geojson,inec_resumen_historico.2021,object,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,
cantones_wgs84.geojson,inec_resumen_historico.2021.fallecidos,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,63
cantones_wgs84.geojson,inec_resumen_historico.2021.lesionados,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,511
cantones_wgs84.geojson,inec_resumen_historico.2021.siniestros,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,622
cantones_wgs84.geojson,inec_resumen_historico.2022,object,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,
cantones_wgs84.geojson,inec_resumen_historico.2022.fallecidos,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,57
cantones_wgs84.geojson,inec_resumen_historico.2022.lesionados,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,872
cantones_wgs84.geojson,inec_resumen_historico.2022.siniestros,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,917
cantones_wgs84.geojson,inec_resumen_historico.2023,object,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,
cantones_wgs84.geojson,inec_resumen_historico.2023.fallecidos,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,55
cantones_wgs84.geojson,inec_resumen_historico.2023.lesionados,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,984
cantones_wgs84.geojson,inec_resumen_historico.2023.siniestros,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,975
cantones_wgs84.geojson,inec_resumen_historico.2024,object,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,
cantones_wgs84.geojson,inec_resumen_historico.2024.fallecidos,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,61
cantones_wgs84.geojson,inec_resumen_historico.2024.lesionados,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,1025
cantones_wgs84.geojson,inec_resumen_historico.2024.siniestros,integer,no,Resumen anual de siniestros/victimas,conteo,INEC ESTRA,1161
cantones_wgs84.geojson,inec_urbano_rural,null/object,si,Siniestros por zona y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_urbano_rural.2019,object,no,Siniestros por zona y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_urbano_rural.2019.RURAL,integer,no,Siniestros por zona y ano,eventos,INEC ESTRA,389
cantones_wgs84.geojson,inec_urbano_rural.2019.URBANA,integer,no,Siniestros por zona y ano,eventos,INEC ESTRA,635
cantones_wgs84.geojson,inec_urbano_rural.2021,object,no,Siniestros por zona y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_urbano_rural.2021.RURAL,integer,no,Siniestros por zona y ano,eventos,INEC ESTRA,287
cantones_wgs84.geojson,inec_urbano_rural.2021.URBANA,integer,no,Siniestros por zona y ano,eventos,INEC ESTRA,335
cantones_wgs84.geojson,inec_urbano_rural.2022,object,no,Siniestros por zona y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_urbano_rural.2022.RURAL,integer,no,Siniestros por zona y ano,eventos,INEC ESTRA,266
cantones_wgs84.geojson,inec_urbano_rural.2022.URBANA,integer,no,Siniestros por zona y ano,eventos,INEC ESTRA,651
cantones_wgs84.geojson,inec_urbano_rural.2023,object,no,Siniestros por zona y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_urbano_rural.2023.RURAL,integer,no,Siniestros por zona y ano,eventos,INEC ESTRA,276
cantones_wgs84.geojson,inec_urbano_rural.2023.URBANA,integer,no,Siniestros por zona y ano,eventos,INEC ESTRA,699
cantones_wgs84.geojson,inec_urbano_rural.2024,object,no,Siniestros por zona y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_urbano_rural.2024.RURAL,integer,no,Siniestros por zona y ano,eventos,INEC ESTRA,301
cantones_wgs84.geojson,inec_urbano_rural.2024.URBANA,integer,no,Siniestros por zona y ano,eventos,INEC ESTRA,860
cantones_wgs84.geojson,lesionados_inec_2019,integer/null,si,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,928
cantones_wgs84.geojson,matriculados_prov_inec_2019,integer/null,si,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,145729
cantones_wgs84.geojson,poblacion,integer/null,si,Poblacion proyectada,habitantes,INEC,619701
cantones_wgs84.geojson,poblacion_2024,integer/null,si,Poblacion proyectada,habitantes,INEC,619701
cantones_wgs84.geojson,poblacion_por_anio,object,no,Poblacion proyectada para el ano indicado,habitantes,INEC,
cantones_wgs84.geojson,poblacion_por_anio.2010,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,508534
cantones_wgs84.geojson,poblacion_por_anio.2011,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,518981
cantones_wgs84.geojson,poblacion_por_anio.2012,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,529589
cantones_wgs84.geojson,poblacion_por_anio.2013,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,540036
cantones_wgs84.geojson,poblacion_por_anio.2014,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,550509
cantones_wgs84.geojson,poblacion_por_anio.2015,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,560977
cantones_wgs84.geojson,poblacion_por_anio.2016,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,570912
cantones_wgs84.geojson,poblacion_por_anio.2017,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,580647
cantones_wgs84.geojson,poblacion_por_anio.2018,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,591612
cantones_wgs84.geojson,poblacion_por_anio.2019,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,602324
cantones_wgs84.geojson,poblacion_por_anio.2020,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,608277
cantones_wgs84.geojson,poblacion_por_anio.2021,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,610362
cantones_wgs84.geojson,poblacion_por_anio.2022,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,612574
cantones_wgs84.geojson,poblacion_por_anio.2023,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,615768
cantones_wgs84.geojson,poblacion_por_anio.2024,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,619701
cantones_wgs84.geojson,poblacion_por_anio.2025,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,624053
cantones_wgs84.geojson,poblacion_por_anio.2026,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,628740
cantones_wgs84.geojson,poblacion_por_anio.2027,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,633641
cantones_wgs84.geojson,poblacion_por_anio.2028,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,638616
cantones_wgs84.geojson,poblacion_por_anio.2029,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,643576
cantones_wgs84.geojson,poblacion_por_anio.2030,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,648486
cantones_wgs84.geojson,poblacion_por_anio.2031,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,653332
cantones_wgs84.geojson,poblacion_por_anio.2032,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,658102
cantones_wgs84.geojson,poblacion_por_anio.2033,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,662795
cantones_wgs84.geojson,poblacion_por_anio.2034,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,667419
cantones_wgs84.geojson,poblacion_por_anio.2035,integer,no,Poblacion proyectada para el ano indicado,habitantes,INEC,671963
cantones_wgs84.geojson,porcentaje_motocicletas_vehiculos_2024,null/number,si,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,16.023284
cantones_wgs84.geojson,siniestros_historico,object,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,
cantones_wgs84.geojson,siniestros_historico.2019,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,1024
cantones_wgs84.geojson,siniestros_historico.2021,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,622
cantones_wgs84.geojson,siniestros_historico.2022,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,917
cantones_wgs84.geojson,siniestros_historico.2023,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,975
cantones_wgs84.geojson,siniestros_historico.2024,integer,no,Siniestros del ano resueltos territorialmente,eventos,INEC ESTRA,1161
cantones_wgs84.geojson,siniestros_inec_2019,integer/null,si,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,1024
cantones_wgs84.geojson,sppat_fallecidos_por_anio,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
cantones_wgs84.geojson,sppat_fallecidos_por_anio.2016,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,45
cantones_wgs84.geojson,sppat_fallecidos_por_anio.2017,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,75
cantones_wgs84.geojson,sppat_fallecidos_por_anio.2018,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,75
cantones_wgs84.geojson,sppat_fallecidos_por_anio.2019,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,72
cantones_wgs84.geojson,sppat_fallecidos_por_anio.2020,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,50
cantones_wgs84.geojson,sppat_fallecidos_por_anio.2021,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,42
cantones_wgs84.geojson,sppat_por_condicion,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
cantones_wgs84.geojson,sppat_por_condicion.2016,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
cantones_wgs84.geojson,sppat_por_condicion.2016.categorias,null/object,si,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
cantones_wgs84.geojson,sppat_por_condicion.2016.categorias.BICICLETA,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,1
cantones_wgs84.geojson,sppat_por_condicion.2016.categorias.OCUPANTE,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,28
cantones_wgs84.geojson,sppat_por_condicion.2016.categorias.PEATÓN,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,17
cantones_wgs84.geojson,sppat_por_condicion.2016.estado,string,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,disponible
cantones_wgs84.geojson,sppat_por_condicion.2016.total,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,45
cantones_wgs84.geojson,sppat_por_condicion.2017,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
cantones_wgs84.geojson,sppat_por_condicion.2017.categorias,null/object,si,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
cantones_wgs84.geojson,sppat_por_condicion.2017.categorias.BICICLETA,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,1
cantones_wgs84.geojson,sppat_por_condicion.2017.categorias.OCUPANTE,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,48
cantones_wgs84.geojson,sppat_por_condicion.2017.categorias.PEATÓN,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,26
cantones_wgs84.geojson,sppat_por_condicion.2017.estado,string,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,disponible
cantones_wgs84.geojson,sppat_por_condicion.2017.total,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,75
cantones_wgs84.geojson,sppat_por_condicion.2018,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
cantones_wgs84.geojson,sppat_por_condicion.2018.categorias,null/object,si,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
cantones_wgs84.geojson,sppat_por_condicion.2018.categorias.BICICLETA,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,2
cantones_wgs84.geojson,sppat_por_condicion.2018.categorias.OCUPANTE,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,43
cantones_wgs84.geojson,sppat_por_condicion.2018.categorias.PEATÓN,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,30
cantones_wgs84.geojson,sppat_por_condicion.2018.estado,string,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,disponible
cantones_wgs84.geojson,sppat_por_condicion.2018.total,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,75
cantones_wgs84.geojson,sppat_por_condicion.2019,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
cantones_wgs84.geojson,sppat_por_condicion.2019.categorias,null/object,si,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
cantones_wgs84.geojson,sppat_por_condicion.2019.categorias.BICICLETA,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,1
cantones_wgs84.geojson,sppat_por_condicion.2019.categorias.OCUPANTE,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,43
cantones_wgs84.geojson,sppat_por_condicion.2019.categorias.PEATÓN,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,28
cantones_wgs84.geojson,sppat_por_condicion.2019.estado,string,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,disponible
cantones_wgs84.geojson,sppat_por_condicion.2019.total,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,72
cantones_wgs84.geojson,sppat_por_condicion.2020,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
cantones_wgs84.geojson,sppat_por_condicion.2020.categorias,null/object,si,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
cantones_wgs84.geojson,sppat_por_condicion.2020.categorias.BICICLETA,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,1
cantones_wgs84.geojson,sppat_por_condicion.2020.categorias.OCUPANTE,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,33
cantones_wgs84.geojson,sppat_por_condicion.2020.categorias.PEATÓN,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,16
cantones_wgs84.geojson,sppat_por_condicion.2020.estado,string,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,disponible
cantones_wgs84.geojson,sppat_por_condicion.2020.total,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,50
cantones_wgs84.geojson,sppat_por_condicion.2021,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
cantones_wgs84.geojson,sppat_por_condicion.2021.categorias,null/object,si,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
cantones_wgs84.geojson,sppat_por_condicion.2021.categorias.BICICLETA,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,2
cantones_wgs84.geojson,sppat_por_condicion.2021.categorias.OCUPANTE,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,29
cantones_wgs84.geojson,sppat_por_condicion.2021.categorias.PEATÓN,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,11
cantones_wgs84.geojson,sppat_por_condicion.2021.estado,string,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,disponible
cantones_wgs84.geojson,sppat_por_condicion.2021.total,integer,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,42
cantones_wgs84.geojson,sppat_por_sexo,object,no,Fallecidos SPPAT por categoria/ano,personas,SPPAT,
